s,E,N,kappa_c,nx,ny
1430.3023082577586,545791.6879469684,2819261.558622348,0.01744793220374499,-0.06477062453228326,0.9979001784736277
1437.6484347895268,545799.0200704202,2819261.105256373,0.021369258698136582,0.2153087539186799,0.9765460257898678
1444.462987646293,545805.6319069052,2819259.4554839847,0.009986423868564843,0.15312842490169085,0.9882062970286758
1451.4678926128759,545812.6277075651,2819259.09845917,0.02226980375075794,0.061980670224833445,0.998077349967667
1459.127088946619,545820.2342020549,2819258.2015031762,0.012368819380592956,0.09156866262844171,0.9957987648237161
1466.641513340451,545827.7449718856,2819257.967173235,0.008459669574040065,0.014939278335464818,0.9998884027544352
1473.2788316069998,545834.378024181,2819257.729242536,0.005371135500683135,0.05300161021262462,0.9985944268394796
1476.9930026270663,545838.0907858809,2819257.6269345405,-0.0046965969507589,-0.03115731891290841,0.9995144928804981
1483.4724841927136,545844.539740765,2819258.255156048,-0.017413185182834735,-0.06864758706842825,0.9976409718880248
1490.0035548842397,545851.0706956208,2819258.216258122,0.031258387362589686,0.03145166069204536,0.9995052741430196
1495.4218411707043,545856.4889075762,2819258.187876983,0.0056364067331735315,-0.027793408358287898,0.9996136886076689
1501.5637345203986,545862.6030814021,2819258.770742615,-0.003764455354235984,-0.1832501128584067,0.9830663233665271
1507.19749890081,545868.1563387875,2819259.7197597413,0.006540404997651398,-0.035675948813309724,0.9993634107151763
1511.5960919360095,545872.553858057,2819259.622574538,-0.00010036598971934579,-0.058379330565226054,0.998294472469299
1515.1563500609068,545876.0679597377,2819260.1940002055,0.0016755831345632295,-0.18803142153631366,0.9821630132086187
1522.1374482675653,545882.9708010484,2819261.236360033,0.0024879504370289647,-0.16074015283004497,0.9869967595023672
1528.5889379858036,545889.3158256264,2819262.403571535,0.0027556706216017553,-0.16436017591382732,0.9864003916126431
1532.395919429564,545893.0873625265,2819262.9218543964,0.006815702927707215,-0.11121639662445788,0.9937962130748291
1536.2262801247975,545896.912569446,2819263.12048742,0.003962871106553016,0.04542985835648786,0.998967530988725
1540.912677327918,545901.5925507916,2819262.875347968,0.007448450061232916,-0.10057633912463548,0.99492934422917
1542.801525527011,545903.4475567131,2819263.2312981756,0.011506207874515811,-0.23856038364615115,0.9711276658372991
1549.293535906637,545909.8111194347,2819264.5163150076,0.0030187956078056824,-0.061902280847152866,0.9980822148630444
1553.6875826109983,545914.2051450522,2819264.502702045,0.009579421758513031,-0.023571097454720982,0.9997221630857145
1558.2742370201938,545918.764914233,2819264.998588813,0.011659689268591044,-0.1537563571367034,0.9881087908930121
1564.569802405954,545924.993537555,2819265.9142279555,0.0016222587391811194,-0.11841581955891634,0.9929640948585151
1569.9205077403933,545930.3103813181,2819266.515243741,-0.001207237737935084,-0.13900360548743487,0.9902918749850942
1575.312744410184,545935.6290056562,2819267.40319163,0.00284953214618543,-0.15633017843954464,0.9877048523263721
1580.1689438859996,545940.4452744069,2819268.024664614,-0.007156757655024921,-0.10941746522375162,0.9939958844502371
1584.1504050798953,545944.4045345046,2819268.444536877,-0.0024047764219338884,-0.10466447407228681,0.9945075906533704
